data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
6158064,368,IRQ21519,21519,"13 October 2019",2019,2,Protests,"Peaceful protest","Protesters (Iraq)",,6,,,0,60,"Middle East",Iraq,Basrah,Basrah,,Basrah,30.533,47.7975,1,"Baghdad Post",National,"Reported on 13 October 2019, a protest was held in Basrah against the killing of a social and political activist and his wife. [size=no report]",0,1571686959,IRQ
6024275,368,IRQ21496,21496,"12 October 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Journalists (Iraq)",6,,,0,60,"Middle East",Iraq,Basrah,Basrah,,Basrah,30.533,47.7975,1,"Al Mirbad",National,"On Oct 12, a number of activists and journalists organized a protest in central Basrah city condemning the killing of activist Hussein Adel and his wife in their home by unidentified men last week. [size=no report]",0,1571093047,IRQ
6024457,368,IRQ21497,21497,"12 October 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Kurdish Ethnic Group (Iraq)",6,,,0,60,"Middle East",Iraq,Erbil,Erbil,,Erbil,36.1926,44.0106,1,Rudaw,National,"On Oct 12, hundreds of Kurds gathered in front of the UN complex in Erbil city in opposition to Turkey's military incursion into northeastern Syria and the failure of the international community to stop it. [size=hundreds]",0,1571093047,IRQ
6024456,368,IRQ21491,21491,"10 October 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Kurdish Ethnic Group (Iraq)",6,,,0,60,"Middle East",Iraq,Sulaymaniyah,Sulaymaniyah,,Sulaymaniyah,35.565,45.4329,1,Rudaw,National,"On Oct 10, Kurdish protesters gathered in Sulaymaniyah city for the second day against Turkish military incursion into Kurdish-controlled areas within northern Syria. [size=no report]",0,1571093047,IRQ
6024430,368,IRQ21481,21481,"09 October 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Kurdish Ethnic Group (Iraq)",6,,,0,60,"Middle East",Iraq,Sulaymaniyah,Sulaymaniyah,,Sulaymaniyah,35.565,45.4329,1,"NRT News",National,"On Oct 09, a number of people (mainly Kurds) gathered in downtown Sulaymaniah city to protest against the Turkish offensive in northeastern Syria. [size=no report]",0,1571093047,IRQ
6029646,368,IRQ21479,21479,"08 October 2019",2019,1,Riots,"Violent demonstration","Rioters (Iraq)",,5,"Police Forces of Iraq (2018-)",,1,15,"Middle East",Iraq,Baghdad,Baghdad,,Baghdad,33.3248,44.4213,1,"NRT News; Liveuamap; Sotaliraq; Twitter","Local partner-New media","On Oct 08, hundreds of demonstrators took to the streets in Hamza, Aden and al Mudhaffar squares in Baghdad, and police were reportedly dispersing these demonstrations with live ammo, injuring a number of demonstrators. Demonstrators also set fire to tires outside the municipal council building and courthouse in Mudhaffar Square [size=hundreds]",0,1571164377,IRQ
6024278,368,IRQ21473,21473,"07 October 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)",,6,,,0,60,"Middle East",Iraq,Qadissiya,Diwaniya,,Diwaniya,31.9929,44.9255,1,"Al Mirbad",National,"On Oct 07, dozens of protesters took to the streets in Diwaniyah city amid tight security measures. [size=dozens]",0,1571093047,IRQ
6024280,368,IRQ21472,21472,"07 October 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)","Labour Group (Iraq)",6,,,0,60,"Middle East",Iraq,Basrah,Basrah,,Basrah,30.533,47.7975,1,"Al Mirbad",National,"On Oct 07, employees of the Southern Railways in Basra protested against the cancellation of the decision by the Minister of Transport to reallocate land to employees of the Southern Railways. [size=no report]",0,1571093047,IRQ
6024224,368,IRQ21464,21464,"06 October 2019",2019,1,Riots,"Violent demonstration","Rioters (Iraq)",,5,"Police Forces of Iraq (2018-)","Military Forces of Iraq (2018-)",1,15,"Middle East",Iraq,Baghdad,"Sadr City",,"Baghdad - Sadr City",33.3912,44.4575,1,"NRT News; Al Jazeera; AP; Reuters",National-Regional,"On Oct 06, hundreds of demonstrators took to the streets near Sadr City in Baghdad, trying to reach Tahrir Square and army troops blocked the main road, then fired on them to push them back. Gunfire by police backed by the military continued, demonstrators set tires on fire. These clashes left 15 demonstrators killed and more than 50 others wounded as they repeatedly tried to break through a security cordon to head to the city center. [size=hundreds]",15,1571093047,IRQ
6024226,368,IRQ21466,21466,"06 October 2019",2019,1,Riots,"Violent demonstration","Rioters (Iraq)",,5,"Police Forces of Iraq (2018-)",,1,15,"Middle East",Iraq,Thi-Qar,Nassriya,,Nassriya,31.058,46.2573,1,"Al Mirbad; Sotaliraq",National,"On Oct 06, dozens of demonstrators for the sixth day went out to demonstrate in Nassiriyah city in Thi-Qar province, and security forces dispersed the demonstration as clashes between both groups left 14 people injured (among them 3 security personnel). [size=dozens]",0,1571093047,IRQ
6024273,368,IRQ21467,21467,"06 October 2019",2019,1,Riots,"Violent demonstration","Rioters (Iraq)",,5,"Police Forces of Iraq (2018-)",,1,15,"Middle East",Iraq,Qadissiya,Diwaniya,,Diwaniya,31.9929,44.9255,1,"Al Mirbad",National,"On Oct 06, hundreds took to the streets for the sixth day of demonstrations in Diwaniyah city, demanding the resignation of the governor and police chief as well as a change of the regime of the country, demonstrators used burning tires to block streets, and clashes between security forces and demonstrators left some demonstrators and 1 security personnel injured. [size=hundreds]",0,1571093047,IRQ
6024276,368,IRQ21468,21468,"06 October 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)",,6,,,0,60,"Middle East",Iraq,Muthanna,"As Samawah",,"As Samawah",31.3059,45.2799,1,"Al Mirbad",National,"On Oct 06, dozens of protesters took to the streets in As Samawah city in al-Muthanna province the sixth days. [size=dozens]",0,1571093047,IRQ
6024205,368,IRQ21433,21433,"05 October 2019",2019,1,Riots,"Violent demonstration","Rioters (Iraq)",,5,"Police Forces of Iraq (2018-)","Military Forces of Iraq (2018-)",1,15,"Middle East",Iraq,Baghdad,Baghdad,,Baghdad,33.3248,44.4213,1,"Al Mirbad; Al Jazeera; AP",National-Regional,"On Oct 5, following the lifting of a two-day around-the-clock curfew, clashes between rioters and security forces continued in Baghdad. The security forces reported to have used live rounds, leading to at least 19 reported fatalities and injuring 17. [size=no report]",19,1571092419,IRQ
6024207,368,IRQ21436,21436,"05 October 2019",2019,1,Riots,"Violent demonstration","Rioters (Iraq)",,5,"Police Forces of Iraq (2018-)","Police Forces of Iraq (2018-) Rapid Reaction Force",1,15,"Middle East",Iraq,Qadissiya,Diwaniya,,Diwaniya,31.9929,44.9255,1,"AP; Musings on Iraq; Al Mirbad",Other-National,"On Oct 5, during the fifth day of demonstrations against unemployment, corruption and poor public services, hundreds of demonstrators took to the streets in central Diwaniyah, and attempted to storm the local municipal building but were pushed back by SWAT and riot police using tear gas. 6 people were reported killed and 50 demonstrators and security personnel were injured. [size=hundreds]",6,1571092419,IRQ
6024206,368,IRQ21435,21435,"05 October 2019",2019,1,Riots,"Violent demonstration","Rioters (Iraq)",,5,"Police Forces of Iraq (2018-)","Military Forces of Iraq (2018-) Popular Mobilization Forces; Badr Organization; Asaib Ahl Al Haq; Police Forces of Iraq (2018-) Rapid Reaction Force",1,15,"Middle East",Iraq,Thi-Qar,Nassriya,,Nassriya,31.058,46.2573,1,"Al Mirbad; HRW",National-International,"On Oct 5, during the fifth day of demonstrations against unemployment, corruption and poor public services, hundreds of demonstrators gathered and set fire to the Asaib Ahl al-Haq, the Badr Organization and Saraya al Khorsani HQs as well as al-Dawa and the Communist political party offices, and finally al-Ahwar local television building. Badr and Asaib Ahl Al Haq party security forces fired at demonstrators who tried to burn down the building, and riot police also shot live ammo at demonstrators; 12 people were reportedly killed. [size=hundreds]",12,1571092419,IRQ
6016201,368,IRQ21442,21442,"05 October 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)",,6,,,0,60,"Middle East",Iraq,Muthanna,"As Samawah",,"As Samawah",31.3059,45.2799,3,"Al Mirbad",National,"On Oct 5, for the fifth day protesters gathered in al-Muthanna province to peacefully protest against corruption, unemployment and basic services. [size=no report]",0,1570476712,IRQ
6024429,368,IRQ21508,21508,"05 October 2019",2019,1,Riots,"Violent demonstration","Rioters (Iraq)",,5,"Police Forces of Iraq (2018-)",,1,15,"Middle East",Iraq,Wassit,Kut,,Kut,32.5056,45.8247,1,"Musings on Iraq",Other,"On Oct 5, In Kut city, Wassit province demonstrators tried to burn down the deputy governor's house, and clahsed with police forces leaving 1 person dead. [size=no report]",1,1571093047,IRQ
6024204,368,IRQ21426,21426,"04 October 2019",2019,1,Riots,"Violent demonstration","Rioters (Iraq)",,5,"Police Forces of Iraq (2018-)","Police Forces of Iraq (2018-) Rapid Reaction Force",1,15,"Middle East",Iraq,Thi-Qar,Nassriya,,Nassriya,31.058,46.2573,3,"Al Mirbad; NPR",National,"On Oct 4, during the fourth day of demonstrations in Thi-Qar province, hundreds of demonstrators clashed with the police. 9 people were killed and 31 were injured, among them 4 security personnel. [size=hundreds]",9,1571092419,IRQ
6024218,368,IRQ21461,21461,"04 October 2019",2019,1,Riots,"Violent demonstration","Rioters (Iraq)",,5,"Police Forces of Iraq (2018-)","Military Forces of Iraq (2018-)",1,15,"Middle East",Iraq,Baghdad,Baghdad,,Baghdad,33.3248,44.4213,1,"Al Jazeera",Regional,"On Oct 4, rioters in Baghdad closed off streets with burning tires and debris during a demonstration against unemployment, corruption and poor public services, and clashed with security forces. [size=no report}",0,1571092419,IRQ
6020554,368,IRQ21430,21430,"04 October 2019",2019,1,Riots,"Violent demonstration","Rioters (Iraq)",,5,"Police Forces of Iraq (2018-)","Police Forces of Iraq (2018-) Rapid Reaction Force",1,15,"Middle East",Iraq,Basrah,Basrah,,Basrah,30.533,47.7975,1,"Al Mirbad",National,"On Oct 4, dozens of protesters took to the streets in Basrah city for the fourth day of protests, and police and SWAT forces fired live ammo and put out burning tires which demonstrators set alight. [size=dozens]",0,1570658558,IRQ
6020553,368,IRQ21429,21429,"04 October 2019",2019,1,Riots,"Violent demonstration","Rioters (Iraq)",,5,"Police Forces of Iraq (2018-)","Police Forces of Iraq (2018-) Rapid Reaction Force",1,15,"Middle East",Iraq,Qadissiya,Diwaniya,,Diwaniya,31.9929,44.9255,1,"Al Mirbad",National,"On Oct 4, thousands came out to protest for the fourth day in Diwaniyah city, and riot and SWAT forces dispersed the protest and in total 3 people were killed (among them 1 security personnel) and 24 demonstrators and 40 security personnel were injured. [size=thousands]",3,1570658558,IRQ
6016203,368,IRQ21431,21431,"04 October 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)",,6,,,0,60,"Middle East",Iraq,Muthanna,"Al Khidhir",,"Al Khidr",31.2035,45.5643,2,"Al Mirbad",National,"On Oct 4, dozens of protesters from Daraji area gathered for the fourth day of protests in front of the oil company in Khidr district, Muthanna province demanding employment opportunities. [size=dozens]",0,1570476712,IRQ
6024202,368,IRQ21419,21419,"03 October 2019",2019,1,Riots,"Violent demonstration","Rioters (Iraq)",,5,"Police Forces of Iraq (2018-)","Police Forces of Iraq (2018-) Rapid Reaction Force",1,15,"Middle East",Iraq,Thi-Qar,Nassriya,,Nassriya,31.058,46.2573,1,"Al Mirbad; AP; Musings on Iraq",Other-National,"On Oct 3, 10 people, including a police officer, were killed in clashed between rioters and security forces in Nassriya. At least pole were 110 injured. [size=no report]",10,1571092419,IRQ
6020548,368,IRQ21420,21420,"03 October 2019",2019,1,Riots,"Violent demonstration","Rioters (Iraq)",,5,"Police Forces of Iraq (2018-)",,1,15,"Middle East",Iraq,Thi-Qar,Rifai,,Rifai,31.7213,46.1102,1,"Rudaw; Al Sumaria TV",National,"On Oct 3, as demonstrations continued to grip the country against unemployment, corruption and poor public services, clashes between riot police and demonstrators occurred as demonstrators stormed the municipal council building in al-Rifai city. Riot police fired live ammo in the air to disperse the demonstration, leaving 1 demonstrator killed and 2 riot police and a number of demonstrators injured. [size=no report]",1,1570658558,IRQ
6024203,368,IRQ21425,21425,"03 October 2019",2019,1,Riots,"Violent demonstration","Rioters (Iraq)",,5,"Police Forces of Iraq (2018-)",,1,15,"Middle East",Iraq,Qadissiya,Diwaniya,,Diwaniya,31.9929,44.9255,1,"Reuters; Al Mirbad",National-International,"On Oct 3, clashes between demonstrators and riot police broke out in Diwaniyah city during the third day of demonstrations against unemployment, corruption, and poor public services, leaving 2 demonstrators and 2 police personnel killed, as well as injuries on both sides. [size=no report]",4,1571092419,IRQ
6024201,368,IRQ21417,21417,"03 October 2019",2019,1,Riots,"Violent demonstration","Rioters (Iraq)",,5,"Police Forces of Iraq (2018-)","Military Forces of Iraq (2018-) Popular Mobilization Forces; Military Forces of Iraq (2018-)",1,15,"Middle East",Iraq,Baghdad,Baghdad,,Baghdad,33.2982,44.4297,1,"Al Jazeera; Basnews; Musings on Iraq",Other-Subnational,"On Oct 3, approximately 4,000 people rallied in Tayaran and Al-Khalani Squares in the center of Baghdad city and marched on Tahrir Square, which was blocked off by the police. People again tried to cross the bridge from Tahrir to the Green Zone but were pushed back by security forces, who fired into the crowd. Other sections of the city also saw demonstrations. In Zafaraniya, people were wounded by gunfire, and security forces went to a hospital and arrested people. In Amil neighborhood, demonstrators set checkpoints on fire, and a car allegedly driven by some PMF personnel drove into a crowd killing one and wounding five. Overall 5 people were reportedly killed. [size= approximately 4000]",5,1571092419,IRQ
6016440,368,IRQ21422,21422,"03 October 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)",,6,,,0,60,"Middle East",Iraq,Thi-Qar,Shatra,,Shatra,31.4091,46.1727,1,Rudaw,National,"On Oct 3, as protests continue to grip the country against unemployment, corruption and poor public services, protests broke out in Shatra city in Thi-Qar province. [size= no report]",0,1570476712,IRQ
6016443,368,IRQ21421,21421,"03 October 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)",,6,,,0,60,"Middle East",Iraq,Thi-Qar,"Suq Al-Shoyokh",,"Suq Al-Shoyokh",30.8909,46.4543,1,Rudaw,National,"On Oct 3, as protests continue to grip the country against unemployment, corruption and poor public services, protests broke out in Souq al-Shoyoukh city in Thi-Qar provinc. [size= no report]",0,1570476712,IRQ
6024219,368,IRQ21462,21462,"03 October 2019",2019,1,Riots,"Violent demonstration","Rioters (Iraq)",,5,"Police Forces of Iraq (2018-)",,1,15,"Middle East",Iraq,Najaf,Kufa,..,Kufa,32.0362,44.4365,1,"Al Mirbad",National,"On Oct 3, demonstrations broke out in Kufa city in Najaf province against unemployment, corruption and poor public services. Clashes between demonstrators and police left 4 demonstrators dead and 5 others injured. [size=no report]",4,1571092419,IRQ
6024274,368,IRQ21511,21511,"03 October 2019",2019,1,Riots,"Violent demonstration","Rioters (Iraq)",,5,"Police Forces of Iraq (2018-)",,1,15,"Middle East",Iraq,Thi-Qar,"Suq Al-Shoyokh",,"Nahiyat al Fudaylah",30.9596,46.3559,1,"Al Mirbad",National,"On Oct 3, 1 police personnel was killed during clashes with riots in al Fudalyah in Thi-Qar province. [size=no report]",1,1571093047,IRQ
6024277,368,IRQ21512,21512,"03 October 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)",,6,,,0,60,"Middle East",Iraq,Basrah,Al-Qurna,..,Qurna,31.0167,47.4333,1,"Al Mirbad",National,"On Oct 3, dozens of protesters gathered in front of the al Qurna municipal building in Al Qurna, Basrah demanding improvement in services. [size=dozens]",0,1571093047,IRQ
6024454,368,IRQ21510,21510,"03 October 2019",2019,1,Riots,"Violent demonstration","Rioters (Iraq)",,5,"Police Forces of Iraq (2018-)",,1,15,"Middle East",Iraq,Thi-Qar,Rifai,,Rifai,31.7213,46.1102,1,Reuters,International,"On Oct 3, as demonstrations against unemployment, corruption and poor public services continued, clashes between riot police and demonstrators occurred in al-Rifai city, Thi-Qar province. Riot police shot at demonstrators, leaving 8 demonstrators killed and injuring 50 people. Also 5 police personnel were injured [size=no report]",8,1571093047,IRQ
6024195,368,IRQ21388,21388,"02 October 2019",2019,1,Riots,"Violent demonstration","Rioters (Iraq)",,5,"Police Forces of Iraq (2018-)",,1,15,"Middle East",Iraq,Qadissiya,Diwaniya,,Diwaniya,31.9929,44.9255,1,"Musings on Iraq; Al Mirbad; Arab News",Other-National,"On Oct 1, demonstrating against unemployment, corruption and poor public services, clashes broke out between hundreds of demonstrators and security forces in Diwaniyah city. 10 people were reportedly injured, among them 2 journalists. [size=hundreds]",0,1571092419,IRQ
6024196,368,IRQ21401,21401,"02 October 2019",2019,1,Riots,"Violent demonstration","Rioters (Iraq)",,5,"Police Forces of Iraq (2018-)","Police Forces of Iraq (2018-) Rapid Reaction Force",1,15,"Middle East",Iraq,Thi-Qar,Nassriya,,Nassriya,31.058,46.2573,1,"Rudaw; Al Ghad Press; Xinhua; Al Mirbad; Reuters",National-International,"On Oct 2, thousands of angry demonstrators attacked the headquarters of Dhi-Qar provincial government in Nassiriyah city and set fire to the building. Riot police allegedly opened fire and shot teargas to disperse the crowds on the second day of protests against corruption, lack of services and job opportunities. 6 people were killed (2 of them riot police) and 110 injured including a journalist.Later on Wednesday, authorities deployed counterterrorism troops in Nasiriya after police ""lost control"", police sources told Reuters news agency. [size=thousands]",6,1571092419,IRQ
6024199,368,IRQ21410,21410,"02 October 2019",2019,1,Riots,"Violent demonstration","Rioters (Iraq)",,5,"Police Forces of Iraq (2018-)",,1,15,"Middle East",Iraq,Missan,Amara,,Amara,31.8356,47.1448,1,"Al Ghad Press; Musings on Iraq; Al Mirbad",Other-National,"On Oct 2, demonstrators in Amara set fire to the directorate building as well as other political party HQs. Riot police fired live ammo at demonstrators, reportedly killing 4 and injuring 62. [size=no report]",4,1571092419,IRQ
6024198,368,IRQ21404,21404,"02 October 2019",2019,1,Riots,"Violent demonstration","Rioters (Iraq)",,5,"Police Forces of Iraq (2018-)","Military Forces of Iraq (2018-)",1,15,"Middle East",Iraq,Baghdad,Rusafa,,Baghdad,33.3473,44.4116,1,"AP; Rudaw; Al Jazeera",National-Regional,"On Oct 2, 3 demonstrators were killed and 15 others were injured in clashes with riot police gunfire and tear gas in central Baghdad during the second day of demonstrations where dozens of university graduates joined the protests. Security forces had closed several of the vital roads in Baghdad in anticipation of protests. [size=no report]",3,1571092419,IRQ
6015992,368,IRQ21411,21411,"02 October 2019",2019,1,Riots,"Violent demonstration","Rioters (Iraq)",,5,"Police Forces of Iraq (2018-)",,1,15,"Middle East",Iraq,Babylon,Hilla,,Hilla,32.4637,44.4196,1,"Al Ghad Press; Baghdad Today",National,"On Oct 2, the provincial council building in Hilla city was stormed by demonstrators in the second day of protests against unemployment, corruption and poor public services, riot police fired live ammo at the demonstrators reportedly injuring 23, among them 2 journalists. [size=no report]",0,1570476711,IRQ
6020546,368,IRQ21407,21407,"02 October 2019",2019,1,Riots,"Violent demonstration","Rioters (Iraq)",,5,,,0,50,"Middle East",Iraq,Basrah,Basrah,,Basrah,30.533,47.7975,1,"Al Mirbad; AP",National-International,"On Oct 2, approximately 3,000 protesters took to the streets in Basra city blocking roads using burning tires in a demonstration against unemployment, corruption and poor public services. [size=approximately 3000]",0,1570658558,IRQ
6020545,368,IRQ21406,21406,"02 October 2019",2019,1,Riots,"Violent demonstration","Rioters (Iraq)",,5,,,0,50,"Middle East",Iraq,Muthanna,"As Samawah",,"As Samawah",31.3059,45.2799,1,"Al Mirbad; Rudaw",National,"On Oct 2, dozens of demonstrators took to the streets in As Samawah city, Muthanna province against unemployment, corruption and poor public services burning tires and blocking a road in the city. [size=dozens]",0,1570658558,IRQ
6016441,368,IRQ21405,21405,"02 October 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)",,6,,,0,60,"Middle East",Iraq,Diyala,Baquba,,Baquba,33.7466,44.6437,1,Rudaw,National,"On Oct 2, protests are reported to have taken place in Baqubah city in Diyala province against unemployment, corruption and poor public services. [size=no report]",0,1570476712,IRQ
6024197,368,IRQ21402,21402,"02 October 2019",2019,1,Riots,"Violent demonstration","Rioters (Iraq)",,5,"Police Forces of Iraq (2018-)",,1,15,"Middle East",Iraq,Wassit,Kut,,Kut,32.5056,45.8247,1,"Musings on Iraq; Xinhua",Other-National,"On Oct 2, hundreds of demonstrators gathered outside the provincial government building of the province of Wasit in Kut city in an attempt to violently break into the building. Clashes between them and police forces left 2 people killed and 70 others injured on the second day of demonstrations. [size=hundreds]",2,1571092419,IRQ
6020544,368,IRQ21403,21403,"02 October 2019",2019,1,Riots,"Violent demonstration","Rioters (Iraq)",,5,"Police Forces of Iraq (2018-)",,1,15,"Middle East",Iraq,Qadissiya,Diwaniya,,Diwaniya,31.9929,44.9255,1,"Al Mirbad; Xinhua",National,"On Oct 2, hundreds of demonstrators gathered outside the provincial government building of Qadissiyah province in Diwaniyah city in an attempt to violently break into the building during the second day of demonstrations. 40 police forces were injured, including one with a gunshot. [size=hundreds]",0,1570658558,IRQ
6024200,368,IRQ21414,21414,"02 October 2019",2019,1,Riots,"Violent demonstration","Rioters (Iraq)",,5,"Police Forces of Iraq (2018-)",,1,15,"Middle East",Iraq,Najaf,Najaf,,Najaf,32.0259,44.3462,1,"VOA; Yaqein",National-International,"On Oct 2, rioters and security forces clashed in the city of Najaf, with police firing water cannons and throwing rocks at the crowd. Rioters attacked several political groups and government buildings, including the National Wisdom Movement building. [size=no report]",0,1571092419,IRQ
6024271,368,IRQ21513,21513,"02 October 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)",,6,,,0,60,"Middle East",Iraq,Kirkuk,Kirkuk,..,Kirkuk,35.4681,44.3922,1,"Al Jazeera",Regional,"On Oct 2, a crowd held a protest in Kirku against unemployment, corruption and poor public services. [size=no report]",0,1571093047,IRQ
6024272,368,IRQ21514,21514,"02 October 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)",,6,,,0,60,"Middle East",Iraq,"Sala al-Din",Tikrit,..,Tikrit,34.6158,43.6786,1,"Al Jazeera",Regional,"On Oct 2, a crowd held a protest in Tikrit against unemployment, corruption and poor public services. [size=no report]",0,1571093047,IRQ
6024363,368,IRQ21509,21509,"02 October 2019",2019,1,Riots,"Violent demonstration","Rioters (Iraq)",,5,"Police Forces of Iraq (2018-)","Unidentified Armed Group (Iraq)",1,15,"Middle East",Iraq,Thi-Qar,Shatra,,Shatra,31.4091,46.1727,1,HRW,International,"On Oct 2, as demonstrations continue to grip the country against unemployment, corruption, and poor public services, 500 people demonstrated outside the office of the PMF's Asai'b Ahl al-Haqq in Shatra city, Thi-Qar province. Anumber of demonstrators threw rocks at the building and burned tires on the road outside, two unidentified men on the roof fired on the crowd but did not injure anyone. However, police allegedly also shot at demonstrators, wounding at least eight as they tried to flee. [size=500]",0,1571093047,IRQ
6020555,368,IRQ21463,21463,"01 October 2019",2019,1,Riots,"Violent demonstration","Rioters (Iraq)",,5,"Police Forces of Iraq (2018-)",,1,15,"Middle East",Iraq,Missan,Amara,,Amara,31.8356,47.1448,3,"Al Ghad Press; Arab News",National,"On Oct 1, demonstrations broke out in central Baghdad and seven Shiite-dominated southern provinces against unemployment, corruption and poor public services. Clashes between demonstrators and riot police left 3 people killed and over 100 injured in Missan province. [size=no report]",3,1570658715,IRQ
6024194,368,IRQ21385,21385,"01 October 2019",2019,1,Riots,"Violent demonstration","Rioters (Iraq)",,5,"Police Forces of Iraq (2018-)",,1,15,"Middle East",Iraq,Baghdad,Baghdad,,Baghdad,33.3248,44.4213,1,"Al Mirbad; Independent; National Iraqi News Agency; AP",National-International,"On Oct 1, demonstrations broke out in central Baghdad against unemployment, corruption and poor public services. Police fired live ammo in the air as 3,000 demonstrators tried to cross a bridge leading into the fortified Green Zone, security forces blocked roads and used stun grenades and water cannons to push back the crowd, but demonstrators refused to leave. They set fire to the building used by an Iraqi army detachment and clashed with security forces by throwing stones and setting tires and trash containers on fire. 10 fatalities were confirmed and 440 injured in total including security personnel in clashes. [size=approximately 3000]",10,1571092419,IRQ
6015987,368,IRQ21386,21386,"01 October 2019",2019,1,Riots,"Violent demonstration","Rioters (Iraq)",,5,"Police Forces of Iraq (2018-)",,1,15,"Middle East",Iraq,Basrah,Basrah,,Basrah,30.533,47.7975,1,"AP; Arab News",National-International,"On Oct 1, demonstrations broke out in central Baghdad and seven Shiite-dominated southern provinces against unemployment, corruption and poor public services. Clashes between riot police and demonstrators took place in Basrah city. [size=no report]",0,1570476711,IRQ
6020541,368,IRQ21387,21387,"01 October 2019",2019,1,Riots,"Violent demonstration","Rioters (Iraq)",,5,"Police Forces of Iraq (2018-)",,1,15,"Middle East",Iraq,Thi-Qar,Nassriya,,Nassriya,31.058,46.2573,1,"Al Ghad Press; Arab News; AP; Al Mirbad",National-International,"On Oct 1, demonstrations broke out in central Baghdad and seven Shiite-dominated southern provinces against unemployment, corruption and poor public services. Hundreds of demonstrators set central roads in Nassiriyah city on fire. Clashes between riot police and demonstrators left 1 demonstrator killed and about 100 injured (including 23 police forces). [size=hundreds]",1,1570658558,IRQ
6015989,368,IRQ21392,21392,"01 October 2019",2019,1,Riots,"Violent demonstration","Rioters (Iraq)",,5,"Police Forces of Iraq (2018-)",,1,15,"Middle East",Iraq,Missan,Amara,,Amara,31.8356,47.1448,3,"Al Ghad Press; Arab News",National,"On Oct 1, demonstrations broke out in central Baghdad and seven Shiite-dominated southern provinces against unemployment, corruption and poor public services. Riot police fired live ammo at demonstrators in Missan province.[size=no report]",0,1570476711,IRQ
6016195,368,IRQ21399,21399,"01 October 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)",,6,,,0,60,"Middle East",Iraq,Wassit,Kut,,Kut,32.5056,45.8247,1,"Al Maloomah",National,"On Oct 1, dozens of citizens and activists protested for the second day in front of the Wassit Provincial Council (in Kut city) to demand appointments. [size=dozens]",0,1570476712,IRQ
6016261,368,IRQ21390,21390,"01 October 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)",,6,,,0,60,"Middle East",Iraq,Kerbala,Kerbala,,Kerbala,32.5979,44.0165,1,"Arab News",National,"On Oct 1, protests broke out in central Baghdad and seven Shiite-dominated southern provinces against unemployment, corruption and poor public services. Protests took place in Kerbala city. [size=no report]",0,1570476712,IRQ
6016262,368,IRQ21391,21391,"01 October 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)",,6,,,0,60,"Middle East",Iraq,Babylon,Hilla,,Hilla,32.4637,44.4196,3,"Arab News",National,"On Oct 1, protests broke out in central Baghdad and seven Shiite-dominated southern provinces against unemployment, corruption and poor public services. Protests took place in Babylon province. [size=no report]",0,1570476712,IRQ
6016263,368,IRQ21389,21389,"01 October 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)",,6,,,0,60,"Middle East",Iraq,Najaf,Najaf,,Najaf,32.0259,44.3462,1,"Arab News",National,"On Oct 1, protests broke out in central Baghdad and seven Shiite-dominated southern provinces against unemployment, corruption and poor public services. Protests took place in Najaf city. [size=no report]",0,1570476712,IRQ
6016409,368,IRQ21400,21400,"01 October 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)",,6,,,0,60,"Middle East",Iraq,Erbil,Choman,,Choman,36.6216,44.837,2,"NRT News",National,"On Oct 1, residents of Ashi Bragwez in Choman district protested outside the village school against a decision made by the district's education directorate to relocate it to another area. [size=no report]",0,1570476712,IRQ
6016444,368,IRQ21441,21441,"29 September 2019",2019,1,Riots,"Violent demonstration","Rioters (Iraq)",,5,"Police Forces of Iraq (2018-) Rapid Reaction Force",,1,15,"Middle East",Iraq,Ninewa,Mosul,,"Mosul - Al-Zuhur",36.3723,43.1964,1,Sotaliraq,National,"On Sept 29, thousands of civilians from Mosul came out to protest against the decision to remove the CTS commander al-Saidi, and attempted to remove the cover placed on his statue in al Nour (Al-Zuhur), Mosul, and were forcibly removed by SWAT teams who pushed away from the statue. No injuries were reported. [size=thousands]",0,1570476712,IRQ
